0  0.099777
1  0.830091
2  0.704125
3  0.633673
4  0.630694
5  0.601414
6  0.591039
7  0.570926
8  0.565861
9  0.577707
10  0.603361
11  0.571611
12  0.565517
13  0.506235
14  0.595769
15  0.580230
16  0.642978
17  0.575586
18  0.595552
19  0.831867
20  0.768945
21  0.799128
22  0.629838
23  0.895514
