0  0.011846
1  0.820819
2  1.254263
3  1.340870
4  1.433035
5  1.358272
6  1.355370
7  1.485631
8  1.503131
9  0.566535
10  0.929510
11  1.002318
12  0.867395
13  0.822957
14  0.784050
15  0.081805
16  0.013261
17  0.634681
18  0.785276
19  0.582913
20  0.575320
21  0.796075
22  0.598924
23  0.577077
